item_id,item_price,category_1,category_2,category_3,product_type
100350,783,11,51,242,7448
117162,9216,8,40,84,5036
110034,6877,14,62,106,1334
103682,313,13,58,75,3248
24013,43517,8,21,139,8310
126358,1792,16,68,235,4998
66892,26576,17,69,154,7734
40722,3444,9,9,244,10412
51571,2412,10,43,223,3055
85130,1120,11,51,181,3844
17719,2464,13,58,341,2686
87877,6016,1,7,338,6823
31423,1152,12,57,171,468
110668,3161,9,44,114,2829
100135,9600,7,33,11,7312
83561,8297,1,7,308,8077
111867,1913,16,17,281,7274
33659,17280,8,40,84,763
11694,2298,7,46,285,8246
24632,16483,9,3,172,1405
106276,96,0,6,169,1457
78238,3258,7,46,4,4522
96987,1907,7,24,100,2358
3411,3776,4,38,62,3928
7615,29440,1,42,115,3381
95739,15713,9,37,162,2159
102866,3712,7,31,12,8506
83274,1280,17,39,151,4309
11488,33856,1,42,157,8052
48329,1856,1,12,301,5735
39280,627,11,70,322,9392
126478,1632,7,31,271,3113
99521,2071,9,44,114,2065
40818,14656,14,62,315,9010
105767,8896,10,43,223,9300
48251,37324,9,3,238,1422
67668,94726,1,42,157,10331
35800,12736,1,36,203,2844
14568,20736,15,0,214,4250
69641,6080,11,35,20,5622
9334,4556,17,8,113,9595
129021,15417,1,42,157,9397
77985,20563,8,40,84,1887
130054,4752,7,72,35,2048
94306,640,4,1,111,9362
62148,819,7,23,219,7399
47788,2278,10,43,223,3055
94900,18944,9,3,7,4719
96330,1975,17,69,194,2874
15659,42176,1,42,157,1617
99665,5702,9,9,90,8826
39698,1850,11,51,290,9872
30392,2048,14,62,324,10397
81946,6208,1,28,283,1617
70315,887,14,61,159,6648
88501,3398,17,8,279,7966
19359,2496,17,8,279,5276
127500,825,8,21,139,7936
93516,22400,1,64,263,1617
120482,49510,9,3,172,6766
95766,1140,4,74,292,4524
109954,537,0,45,73,8117
21819,1077,8,21,104,2944
46669,91936,9,3,172,9174
51140,1328,8,21,139,7936
92121,2496,9,44,114,5407
110588,2665,17,26,233,4484
91930,2246,12,57,212,2874
53551,467,11,70,156,579
28299,832,13,18,291,945
31758,13802,9,3,238,6275
103086,1344,14,29,257,1584
33724,13763,9,66,193,9789
70981,17216,1,42,157,3432
89661,2217,17,39,151,3289
22284,4780,17,39,151,7071
85740,2752,14,62,323,6648
93229,15936,1,28,283,7551
56449,56358,9,3,27,176
25214,409,14,62,317,1421
42262,960,7,71,228,6456
45182,1146,4,74,292,4524
109845,9193,14,62,333,3657
90873,1504,11,51,242,1130
81211,72576,1,42,103,2417
124034,2176,0,45,73,6116
92655,18585,9,66,193,3877
772,1549,9,44,114,6898
79013,11200,1,28,283,8189
8830,790,17,69,154,715
112886,6720,17,26,225,4057
132045,1895,11,51,15,5892
124013,313,13,58,189,3678
5804,30016,1,7,300,6330
65502,377,14,61,132,4188
11080,88448,1,7,308,8994
65994,505,9,37,142,9773
108197,947,7,71,228,2582
120548,6854,17,8,159,5276
30588,17216,1,7,338,6239
79755,1849,13,5,22,7916
108617,3870,17,39,297,9270
71900,448,11,51,15,4432
1515,288,7,23,219,9247
67181,160,7,24,100,6371
80593,3200,16,56,93,3561
86277,1059,9,9,244,10173
97982,11673,17,26,328,3606
106187,1889,9,44,164,3766
5787,3577,10,63,216,3062
83104,2176,14,61,132,7535
104798,2432,0,6,277,6545
9923,1248,7,46,229,5622
61437,7577,10,43,223,6077
40263,7353,7,71,228,6824
28545,20243,17,26,225,6113
28767,640,13,18,291,2874
120913,11193,4,38,62,9893
47945,448,11,51,15,3987
13703,224,11,51,242,5531
75198,6796,17,39,297,1032
110890,448,1,12,301,7455
7592,147,13,58,280,8834
38315,1536,7,24,100,7738
6595,7084,9,3,48,3808
9698,507,17,39,297,1630
42932,4416,11,51,329,3748
3124,18387,9,3,27,3009
14445,2624,1,64,263,7551
103320,24320,1,36,28,3805
58172,103680,1,42,103,10097
2128,1008,12,57,212,9495
78870,3264,7,31,271,3992
49824,1664,12,57,171,2874
129255,2042,4,74,292,8892
126620,14035,9,44,114,1529
102529,2448,9,9,41,8376
75819,1146,13,18,5,7544
8183,74880,17,8,43,4521
62937,892,17,69,154,4941
124383,1088,9,9,244,4528
106855,1529,11,51,15,5783
38166,224,14,62,317,6166
45270,27456,1,42,157,6508
45017,953,14,62,323,4824
43544,8576,1,7,300,10333
129025,2745,13,67,170,1613
125672,19916,1,42,157,6598
120276,934,7,71,146,6683
27749,582,0,45,138,1037
120123,2272,16,68,235,9227
49668,2617,17,8,279,5276
97596,9472,9,44,114,2388
11938,1907,9,37,162,2106
40792,3065,7,31,271,3992
129677,2489,11,35,20,4337
3208,91648,8,40,313,1943
61188,1920,13,58,265,488
70153,37,12,57,212,1202
113488,1784,12,57,18,6192
34305,204,11,51,290,3113
130671,1075,1,42,30,6196
35264,2176,13,58,124,7014
31612,2944,17,8,113,609
26006,4193,17,55,58,3265
109344,10292,9,3,48,7760
67698,384,10,43,264,7865
37156,1427,12,57,85,2231
41506,3328,0,45,73,6491
19680,8960,1,42,103,5164
40674,31680,15,0,214,1792
3187,10368,1,64,263,10097
128846,1123,11,70,322,1779
48975,3136,1,12,301,1076
81938,7603,4,74,292,1900
28283,4145,8,40,76,4924
110605,10688,14,62,315,3057
104417,161,15,47,89,2874
45906,8832,1,28,336,7640
122588,4300,17,8,159,5276
65180,1536,0,45,73,1457
47791,1216,14,62,323,10015
2663,13952,7,27,115,10523
76022,3096,8,40,76,4924
37045,478,12,57,171,1713
17728,3622,16,4,119,4556
114896,967,12,57,85,9309
32967,1900,11,70,156,7608
130303,2165,4,38,62,7632
103621,11347,13,78,134,3020
126038,1907,11,51,181,5065
5119,18387,9,3,27,3009
50299,2617,13,67,170,2164
22726,98703,9,3,27,8765
40558,1529,13,78,134,5353
55372,4673,7,31,271,4141
19912,9734,6,14,63,10330
27017,160,13,58,280,3248
675,1081,11,51,329,10316
78340,4026,10,63,295,324
95613,4020,9,9,244,10412
17301,640,1,12,301,3604
86674,55353,16,25,109,3184
6578,8256,4,38,62,7380
89962,28032,14,62,201,6607
67235,1696,1,64,263,10191
34553,640,7,33,11,7312
129211,33280,9,3,172,9259
45559,7228,17,26,225,4057
115235,2177,17,8,113,9051
22109,1017,9,37,162,7279
124940,1489,9,44,114,2829
128642,3065,1,28,283,10097
65338,3827,15,0,214,8191
130269,656,4,74,292,3399
6612,2010,11,51,329,5622
65446,2903,14,62,317,1796
74205,6400,10,43,223,6223
91052,9715,1,42,115,3432
99657,403,13,18,291,6495
115933,1612,17,8,123,1688
11110,1280,17,8,279,2874
27197,1017,12,57,171,6609
82798,3317,15,0,214,3303
130245,192000,1,42,211,2396
124789,1657,11,51,329,2712
22715,475,17,8,279,8607
5998,1651,4,74,292,6835
79305,4297,17,8,113,803
33290,2112,9,44,114,4423
46856,137280,4,74,204,5221
89509,1907,9,44,114,1392
104129,928,14,62,317,5700
68591,11671,17,26,225,5091
103163,4044,17,8,113,9595
40018,166,13,58,75,6633
63212,3571,13,78,108,10171
76432,1152,14,62,112,491
68683,25,7,31,12,7291
74311,72960,11,51,178,3021
13378,800,17,55,70,4220
103409,10176,13,52,220,3383
38247,2816,14,61,27,6224
128163,8952,9,9,90,3756
70004,3974,4,38,62,9658
6749,1520,17,39,151,10324
110478,1324,14,62,317,9486
18791,7040,13,67,141,4641
59922,10240,14,29,199,8364
77596,805,14,61,159,6648
129786,1267,8,21,139,2944
87308,164233,9,3,27,234
51649,2048,11,51,242,6295
67106,1797,17,26,233,2874
88500,5184,14,29,257,5552
9603,1497,17,39,297,2874
100801,2617,17,8,279,5276
36984,16314,16,56,17,1455
53708,1600,17,26,233,4484
77586,19699,9,3,238,1119
43553,2149,9,44,16,5163
116559,2292,9,44,164,3766
43355,8896,10,43,264,5887
74078,460,7,23,304,9403
70166,250,17,39,252,977
61326,1600,1,42,103,9619
91646,11520,1,42,103,9015
44462,2761,7,54,330,7607
4826,1000,16,4,119,3184
61322,8105,14,62,333,3657
101084,88960,1,42,211,4986
98502,4803,17,26,328,3606
78457,696,11,51,15,9325
22919,1024,13,18,291,945
29664,864,14,61,186,4880
76807,320,6,73,166,2527
122068,76800,13,58,47,7224
73592,1779,14,61,186,9125
47614,49280,11,76,147,7455
103387,32896,1,42,220,1617
41800,3742,4,38,62,5609
30256,805,4,38,62,5049
12400,825,4,74,292,2874
63029,1254,11,51,15,4534
44568,32716,1,42,157,10099
132833,1597,11,51,15,9325
78129,37568,1,42,220,1617
14232,6310,8,40,84,5036
40790,14016,1,36,203,2475
61199,5056,1,28,314,7640
129159,2129,9,44,16,6360
100842,16128,15,0,214,9085
5302,2241,9,44,16,6360
49898,8256,1,36,203,2475
20106,2371,17,8,159,9708
13515,1024,11,51,290,6500
45729,2643,4,1,111,10264
73273,5356,4,38,62,8323
93079,29376,17,39,252,9317
116422,10067,9,9,90,9533
18832,92800,9,3,27,176
53161,6297,11,51,329,9780
23155,4473,10,63,220,4702
94739,633,7,46,4,7738
81436,32640,8,40,84,763
7452,1216,16,4,119,1054
80806,704,11,76,10,221
91671,2252,15,79,107,3899
128159,460,9,9,244,8495
101452,288,7,24,100,4139
32791,758,17,39,151,8094
21804,1251,8,21,139,2944
59112,2432,0,45,73,1159
82488,5178,12,57,85,7371
12519,2880,7,27,115,6607
4119,1139,9,44,114,5420
5702,50496,1,7,308,4986
122757,614,8,21,139,7936
25697,20672,9,3,48,3278
88002,1657,13,18,198,2780
69278,544,0,45,138,1457
44641,3385,13,67,170,3296
21170,3244,4,38,62,7930
66534,768,9,66,193,8495
29985,3673,9,44,16,3528
122118,5945,10,63,220,3328
129888,1888,4,38,62,7930
124273,11008,1,64,263,5164
24451,10496,1,64,263,2417
112312,4096,4,38,62,4253
128987,21056,1,7,308,9172
14565,1094,0,45,73,10154
85181,1664,7,31,309,10374
58370,19669,9,3,159,176
35315,1728,14,29,199,2860
11646,2048,10,63,295,3055
45176,3091,7,72,35,4605
102443,8640,10,63,216,3062
36978,848,16,20,269,3412
48464,1017,7,31,271,4368
94400,3744,15,47,89,4631
77376,825,12,30,331,10271
97831,10310,7,71,228,677
16446,4435,11,35,148,5622
154,39232,1,42,157,6483
96074,211,11,51,290,2724
28282,2236,4,38,62,7687
84059,4601,11,51,242,9494
40757,704,7,24,100,7303
87667,640,0,6,50,4467
29908,5287,9,66,255,9789
29092,4032,13,67,170,731
39940,10176,10,43,223,9375
57701,5046,9,9,244,5655
7244,704,0,45,117,6235
56064,2227,9,37,162,907
9616,3974,0,45,73,6374
118099,6272,1,59,195,8189
51150,3398,10,43,223,8332
63523,826,17,39,151,8251
106489,31040,11,51,178,3021
2647,1267,15,0,214,3800
74558,2150,13,58,265,5858
4964,5004,17,39,151,8928
20317,23616,1,64,263,5282
35528,12736,4,74,292,3399
66275,24640,11,51,178,3021
66288,3680,10,63,216,3062
50959,3712,10,43,223,5386
110756,377,7,72,245,2839
120062,31936,10,43,187,6077
99165,4352,14,62,315,3057
57340,3072,14,29,199,5984
129291,965,1,64,263,4986
112778,217,7,71,228,545
92676,889,14,61,132,4824
85530,1273,17,8,279,8607
86049,800,13,18,198,4621
32414,3814,13,78,134,6689
91059,20800,1,36,28,10333
102580,1203,8,41,36,3131
11395,2803,17,26,233,8127
131714,2921,8,41,36,4591
98525,972,10,43,264,8947
127353,768,13,58,265,2133
24492,953,13,78,72,9801
32517,3360,16,56,17,3045
10322,57280,17,39,299,485
130325,633,11,76,10,2111
71990,51136,1,42,157,3432
124532,1626,11,51,242,268
37830,1633,11,51,15,5783
86619,1814,15,47,89,4631
91105,576,11,76,147,8486
63369,10656,14,29,257,5067
113724,640,7,71,228,2349
57453,54169,8,41,36,7152
30851,52416,1,42,103,1845
112981,4352,8,41,36,7741
120456,2353,15,0,214,5541
15901,1907,9,44,114,8131
79544,5178,10,43,223,10484
106886,2297,13,67,168,8946
97985,3110,15,47,89,2874
73240,5107,4,38,62,6939
22603,3136,4,1,111,1207
6184,43776,1,42,103,9015
87004,1006,9,37,162,2835
5333,403,17,39,297,6201
109906,42176,1,42,157,9755
48765,2432,1,28,283,6823
85334,1267,8,21,104,9773
102072,512,0,6,50,815
52500,74626,9,3,27,8064
27936,6518,9,44,16,10293
120109,1453,4,74,292,1431
102577,3744,9,44,16,691
61167,25334,9,44,16,4719
24328,4314,17,26,233,3048
27115,2453,11,51,181,1812
84270,3136,4,38,62,5506
129878,2809,1,64,263,4986
80677,960,11,70,322,9168
103041,11128,17,39,151,2699
119335,3168,17,39,151,6201
43999,2304,17,26,233,8990
35950,518,10,43,264,6251
16011,6336,4,74,292,1900
17094,2543,14,61,132,6648
77704,2140,13,78,134,9767
79220,2604,1,28,314,5810
59420,5107,4,38,62,4714
30014,2688,12,30,331,1713
33033,31360,9,44,114,10160
71608,16960,1,42,338,2457
63263,723,11,76,24,6658
70212,8960,9,9,41,2454
105920,38943,16,17,236,5403
112739,24960,1,7,300,10333
88496,563,12,57,184,907
43,1785,1,28,283,10497
5087,3571,13,67,170,7872
3823,10048,7,71,228,545
109599,1913,10,63,303,7701
103202,3936,16,20,269,3439
125621,10112,4,38,62,2106
43871,9683,9,9,244,9086
50989,210,10,63,216,3062
970,44160,1,36,28,9344
47519,2874,13,58,102,10541
7320,28736,1,64,263,10097
92326,4784,9,44,16,2065
56832,3526,11,51,15,1502
95809,1472,7,23,219,6019
96467,422,7,23,149,7203
25623,7235,17,39,151,2874
120844,3769,16,68,235,8066
6040,2724,15,47,89,4631
34932,1344,13,58,273,420
111788,13120,17,8,279,5276
105660,960,0,6,145,4325
28345,736,7,24,100,3479
31713,2240,13,67,170,1910
48528,28800,10,43,223,2874
21887,5888,12,10,96,6885
57242,416,9,37,162,7279
49112,3962,7,23,149,7562
100482,3110,10,43,223,6531
98408,2553,7,72,245,6486
100021,17856,1,64,263,4904
106416,2602,4,74,292,332
61426,6003,10,43,264,2269
57935,1440,9,37,162,3978
108824,704,0,45,138,1457
127841,1248,16,56,17,8241
21733,10181,16,20,293,3184
57139,3536,12,57,18,6192
122267,204,13,67,168,7800
129106,7552,17,8,113,10025
60581,26048,1,64,263,9015
43672,32640,1,42,103,9015
121561,768,7,72,79,8728
53326,20160,1,36,203,6108
105038,6195,9,3,97,5231
105167,700,17,39,252,2874
64203,505,11,35,240,3113
2920,76000,9,3,27,234
28356,27283,8,48,206,8915
116846,15712,7,24,100,8391
98402,12032,17,39,151,4421
124262,1792,12,30,331,7998
99304,259,9,37,162,7633
114627,2183,14,61,159,7768
97835,2105,10,63,295,8898
22024,24256,1,42,157,10099
121977,492,17,39,151,7071
120336,2129,9,9,244,10173
13104,1497,8,41,36,9331
50176,18969,4,74,292,3399
58383,2297,7,23,304,2839
117529,414,15,47,89,2874
99721,4037,17,39,252,5749
21238,2240,4,38,62,1343
97940,5120,13,67,141,3817
78479,2688,0,45,73,7894
18947,2560,13,18,5,3248
116052,4792,13,58,75,2130
132169,1081,7,46,285,8411
34711,249,13,67,141,8271
42301,3253,8,40,84,4924
112750,1676,17,69,154,4941
112066,2006,17,39,151,2874
70404,1011,16,4,119,5674
2945,1913,13,52,275,6439
101934,8192,9,9,90,10412
27331,3187,4,38,62,9893
79993,4992,1,7,300,7455
125763,940,4,1,111,81
110795,3665,9,9,90,1003
38808,146560,14,62,315,7732
123651,67200,1,42,157,10333
6694,13824,10,43,187,6077
4381,1077,8,11,250,7584
94521,10605,9,3,159,6837
11145,5397,17,26,225,8606
75806,1401,12,57,171,2615
59454,3328,4,38,62,4620
120747,22956,9,3,27,2607
101805,15120,17,26,225,4125
22512,2298,9,44,16,6360
99647,30355,8,41,36,7152
103138,1587,8,21,139,2944
34659,1472,14,29,199,5755
84133,625,7,23,137,2496
32576,28800,1,42,115,9344
80375,2119,13,78,108,1049
111422,1376,13,67,141,8834
126898,1337,13,78,134,375
12446,224,7,46,285,4628
123543,13440,1,42,30,10083
116664,1657,13,5,22,7916
111662,2592,17,39,252,8909
88525,22182,1,64,263,5208
90680,69760,1,42,103,6239
28989,6405,4,38,62,8323
80756,3870,17,8,159,986
20101,11462,17,39,151,10304
129519,67891,8,41,36,9445
64035,953,13,58,265,6186
8461,224000,1,42,211,2396
23277,19493,16,20,293,3184
96088,7372,9,9,41,7791
112398,5222,17,8,161,8437
92111,371,11,76,24,5456
126700,2272,14,29,199,8366
130035,4793,1,7,338,5164
59780,384,4,1,111,9362
58316,4055,9,9,244,1923
76925,1088,11,51,290,8873
78485,2432,13,78,1,9553
37955,819,4,74,292,7041
98526,5120,14,61,132,9125
14356,2304,9,37,162,7400
77806,1273,7,46,285,816
17809,13467,8,41,36,1485
95058,217,17,55,26,4558
40811,2334,9,44,114,6963
37107,3072,13,58,280,7532
20195,288,17,55,143,4558
854,13376,1,36,28,2475
67692,2614,17,8,279,8305
36853,609,11,51,242,7881
118167,5056,1,64,263,9015
113592,627,12,57,171,8522
57669,27456,16,56,256,173
113113,3584,17,8,279,1961
131117,6073,14,29,257,8538
8403,2361,7,23,219,9247
74190,2188,9,44,114,2829
106908,18240,7,24,284,7455
6468,19072,1,64,263,7640
128773,6624,6,49,60,2224
2680,1017,7,23,149,631
85648,9472,9,3,159,5231
21006,1009,8,21,139,7936
85961,3462,4,38,62,5609
23948,864,7,24,100,7203
96399,2906,9,9,244,6117
2572,16486,8,11,250,1846
91792,2553,10,63,295,5251
125578,896,11,51,15,4432
54977,4928,1,64,263,7069
99203,1472,1,36,203,2270
73073,3641,1,12,301,4605
36141,1672,9,37,162,2159
132811,3187,4,74,292,2076
46646,2759,17,26,233,9433
103350,1459,17,39,151,2874
21012,19136,11,51,15,9494
3311,20296,9,3,48,2748
127386,1401,4,38,62,2861
15539,1088,11,51,329,1710
114487,181510,16,56,253,3184
49079,852,15,0,214,2583
24030,1651,12,57,171,7238
12138,2368,14,29,199,2179
82391,358,14,62,315,7948
118014,832,0,6,169,9975
7708,1401,9,9,90,3880
43988,8355,17,8,159,5276
108890,1843,14,29,199,2667
8507,307,13,18,291,3050
85917,2176,0,45,73,9858
71292,960,0,6,145,2661
14247,6147,8,40,84,1887
109269,1033,17,8,123,9270
7672,608,14,62,106,4880
80027,5222,11,35,148,4998
554,352,13,67,32,2090
10338,5625,4,38,62,6144
90137,2963,17,8,159,15
50211,4742,17,39,252,2874
59846,627,13,78,134,8578
1955,3187,4,74,292,7923
127977,256,14,62,315,9810
18762,3827,4,38,62,4714
128882,6592,1,28,314,5164
78349,9472,8,41,36,10465
127468,1240,4,38,62,7632
103811,2728,9,37,162,9896
81884,8649,8,40,84,6825
116738,9792,8,40,84,5036
112897,5376,13,78,205,6624
21361,4300,11,35,148,4998
81684,1267,4,74,292,7923
97992,46080,1,42,157,6483
27714,825,8,21,139,7936
16738,1414,13,58,251,5081
118823,115,7,24,100,6371
33958,57536,8,40,313,1943
13926,3827,10,63,216,10226
95991,2004,4,38,62,10152
66602,1572,7,23,149,757
96503,4723,9,9,244,8609
69626,1337,0,45,138,105
56443,1401,10,43,223,8898
107293,154387,9,3,27,176
106548,20723,1,7,231,5208
83184,2112,7,24,100,4035
55878,2329,9,37,142,4371
117239,2937,13,5,65,2146
23212,39059,1,42,157,1783
45632,2240,14,29,199,7948
67016,18469,16,4,98,7777
17312,5068,9,3,97,5231
4245,505,0,45,73,8506
68466,259,17,39,151,124
68405,11456,1,64,263,8189
5771,979,15,0,214,5552
15959,5504,1,7,231,5853
52479,16268,9,3,48,1227
73013,1913,9,37,48,1246
32032,33771,17,39,252,9621
131156,1382,11,51,15,4084
83587,1600,16,4,25,5083
61766,21440,1,7,300,982
16708,31435,9,9,244,2504
120330,20736,15,0,214,4250
7877,1920,7,31,271,6456
90063,1382,17,39,151,3724
100799,832,13,18,291,945
3597,7533,9,44,114,4458
94497,1898,7,31,12,4261
123147,4196,9,44,114,3850
20878,1024,4,38,62,2106
109480,41536,1,42,157,5637
59888,2156,11,51,15,4211
113905,53760,4,38,19,3893
73945,5731,15,0,214,6541
88615,2304,14,61,132,8115
45919,1536,7,31,271,6673
10735,2822,4,38,62,8323
93831,127,14,62,324,4747
26065,119424,1,42,103,6239
113618,375,17,39,252,10217
45327,2560,14,61,132,10015
30600,249,7,31,271,2874
33789,4288,12,10,96,7998
64525,1280,0,45,73,6000
59050,2880,11,51,15,4324
41412,9536,1,7,246,2475
26116,26240,1,36,28,8189
42246,1600,13,78,134,2874
12791,3827,7,24,100,6461
27653,12950,17,39,252,3080
69258,2149,17,39,297,4267
23089,1849,16,56,17,7036
69918,3916,0,45,73,1663
57460,1387,17,39,151,7326
45110,6080,1,28,283,6823
118855,5113,7,54,330,5305
82189,9734,8,40,84,2751
97579,1946,17,26,233,2874
97693,12193,9,3,312,10258
93358,6278,17,8,279,8779
2518,512,8,21,139,231
130169,49939,9,3,27,9259
2198,24896,1,42,157,2874
100231,2387,7,23,219,6651
103317,38330,9,3,27,1119
108826,49280,8,40,84,763
118410,1529,11,51,290,9780
118426,10828,17,8,123,9041
121461,10045,8,41,36,10524
6358,665,8,21,139,1887
73539,207,17,55,70,7651
8946,1408,7,72,245,6641
74925,9881,8,40,84,5036
128508,1795,14,29,199,6853
102937,7507,9,9,244,9086
106545,2140,17,39,151,2874
21856,20736,1,12,301,4105
55433,1843,0,45,138,8027
23673,3226,17,8,279,5276
80508,1152,15,47,89,6057
70720,768,10,43,264,4244
100535,306432,4,38,62,4933
80096,8576,10,43,223,2874
97924,11404,15,0,214,9282
22088,1971,14,61,132,8600
130906,1465,10,63,220,5251
130256,235,13,58,273,9839
89164,5126,17,8,113,3404
131098,1886,11,51,242,10526
44300,15936,1,7,308,8052
130843,2259,1,59,78,3785
10272,2912,14,62,315,895
13227,185,13,58,265,2874
63363,7603,1,42,115,6277
124233,1216,0,45,138,888
26950,1395,13,58,135,5358
24709,3712,7,24,100,7738
117533,4531,4,74,292,1900
40318,410,15,0,214,3303
63784,832,11,70,322,579
64215,6336,10,43,223,4702
69628,1888,11,70,322,4309
37568,5401,9,44,114,2182
32294,58816,8,40,313,1943
47528,2816,7,71,228,8931
62742,15360,11,51,220,9583
17128,377,7,71,228,6107
38367,1728,0,45,138,8876
98948,8313,12,57,85,1269
55201,864,15,0,214,5212
38104,6419,14,62,106,3657
15332,1152,0,45,73,9231
23870,1895,7,23,149,4628
14134,1657,1,59,78,2376
20499,2041,16,56,93,5622
79379,94521,1,42,157,2457
117951,2227,12,57,85,8522
21085,676,17,8,113,2637
4504,1866,17,55,70,2874
48873,6278,17,8,159,7611
11072,11315,9,66,193,9789
94359,1056,13,58,265,2872
51369,793,7,24,100,8351
124393,23392,17,26,328,9662
91439,1920,10,43,264,2642
3214,4070,11,70,322,4998
63930,3961,11,35,20,5622
83894,1280,0,45,73,9833
61248,299,13,58,265,5858
85205,2937,10,43,223,5666
46168,9094,1,36,28,10099
110106,27475,8,41,36,1906
112921,11369,8,41,36,82
39589,1856,6,14,80,8162
106867,12992,8,41,36,4145
75834,29176,4,74,292,6503
132261,2339,17,8,279,5276
6577,2678,14,29,332,599
12361,4025,7,71,210,1732
54628,34911,9,3,27,82
14906,2371,16,4,119,2814
14089,4677,17,39,151,8397
127739,23955,1,42,157,6483
17213,1734,11,51,242,2822
66369,13440,7,24,284,490
66681,6827,9,9,90,7241
120183,160,12,57,212,3327
42305,2041,13,58,102,734
71324,7980,11,35,148,5622
59191,1267,12,57,44,907
17859,2238,11,35,240,2874
61824,32640,1,7,338,5193
64895,5472,17,39,151,2874
113978,204,14,62,317,9514
89559,377,7,31,271,10344
121969,49920,7,24,284,7455
79559,1896,17,26,233,4125
59411,1984,11,70,156,10158
22459,184,9,66,193,8372
39376,30,13,67,141,7703
28749,883,7,31,271,4192
98500,15097,11,51,220,8435
52943,1838,12,57,44,6822
104969,5056,9,9,90,7400
107292,19136,1,42,103,4646
107698,1532,4,1,111,9578
75029,3788,9,44,114,9023
96156,800,11,51,15,9325
89961,2094,7,72,79,8066
109704,3776,4,38,62,3373
65389,1401,11,35,240,4522
104440,2298,7,33,31,8526
3839,24704,8,40,313,3642
66800,20736,15,0,214,4250
22514,2688,13,78,1,5526
61398,2867,7,71,228,9663
1080,1459,4,74,292,9498
50675,810,14,61,132,6648
114109,1843,12,57,171,7238
36352,967,4,38,62,5609
71057,762,16,4,119,8558
58799,3398,17,26,233,2874
69253,8896,10,43,223,8947
44922,1196,10,63,303,3055
116764,5005,15,0,214,786
94026,4928,15,47,261,2874
24439,1440,15,0,214,2742
42599,6912,1,42,103,4967
117660,4020,9,9,41,7791
68173,1577,9,37,162,6388
115732,1094,4,38,62,8579
67740,21824,17,39,252,5241
90386,2547,9,9,41,7791
132067,953,15,79,107,3899
108572,4999,11,70,311,3804
64556,114560,1,7,308,9604
15465,16070,17,8,279,5276
31542,2709,4,38,62,7632
42704,2764,15,0,214,7463
32,2016,0,6,169,804
62030,627,6,14,197,5269
122188,2592,6,77,325,2927
91884,8147,17,39,151,2874
608,957,17,39,252,4741
6504,3827,4,38,62,2106
92641,1856,17,8,123,10025
104126,6272,7,72,35,3285
52619,3110,17,8,123,2874
92968,128,7,33,11,7312
104290,883,12,57,44,493
86751,144,17,39,151,10239
99980,1913,13,5,65,7532
55442,30720,14,62,201,5758
26926,2739,4,38,62,5609
46702,1920,10,43,223,910
120215,2617,10,63,295,8898
11654,2227,9,37,162,6667
110746,953,7,23,219,3744
2808,3392,9,44,16,8602
61883,998,12,57,171,3573
33854,5120,7,71,228,6762
94222,4409,8,40,84,231
111200,22784,1,64,263,9344
57175,2822,14,61,132,4293
32334,569,12,57,171,9495
15437,69760,1,42,103,5164
22295,2741,15,0,214,9579
104556,1907,13,5,65,2201
91527,3456,11,51,14,7762
34214,313,12,57,171,9495
123432,1664,12,57,54,7885
32396,33600,1,42,103,10333
96723,1472,12,57,171,9495
92467,27091,9,9,244,9789
106537,1779,1,28,314,1712
13862,2873,13,5,22,5020
85369,275,15,47,261,4411
4237,3041,4,74,292,1431
126329,64102,9,3,27,4282
101738,1209,14,62,323,4824
34026,2867,11,35,148,2558
61035,160,14,62,317,1188
107362,1088,12,57,171,8797
118056,2188,11,76,147,4147
121096,12896,11,35,148,5213
52916,504,4,38,62,2157
69112,55680,1,42,157,1617
130920,3916,0,45,73,1663
41450,4537,1,64,263,2457
1179,3005,4,38,62,5609
55621,2602,8,41,36,3487
79315,12736,1,28,283,9958
15202,535,11,51,290,2810
107421,2298,7,23,219,6786
105518,4123,4,74,292,2487
9709,10688,1,28,336,908
6635,3144,8,11,250,7584
77721,2764,4,38,62,10197
49676,1747,9,9,90,5814
50126,1566,14,61,132,2398
10010,1670,17,26,233,5688
109756,64000,1,7,338,5193
15427,9184,9,3,48,1672
70650,1331,15,47,261,9652
83132,505,14,61,132,1349
34786,1152,7,33,202,10457
113846,602,9,44,114,2829
127199,5632,12,57,85,5249
24189,20864,1,7,231,5853
92172,33280,4,38,105,3546
107005,1543,8,21,139,965
60576,3059,16,4,119,1242
26036,1049,11,76,67,8506
97558,1184,17,39,151,8251
6703,2240,13,58,265,6633
83747,2003,11,35,148,5622
32775,1505,4,38,62,5609
24625,960,14,29,257,3108
46053,736,7,31,271,8411
91693,384,0,6,50,9907
21482,633,4,38,62,6192
80846,576,14,29,257,8689
66004,384,0,45,138,1457
102545,12838,8,41,36,7427
30867,3717,9,66,193,1923
11765,68040,8,48,206,8915
76921,403,15,47,89,2874
19789,1248,12,57,54,246
31196,1403,4,38,62,4297
53306,3808,9,44,114,9415
106343,8896,1,42,115,2376
3024,5753,10,63,216,7701
25761,889,11,51,329,8908
128085,3001,10,63,216,3424
115728,190,13,58,173,4634
43711,640,13,58,265,488
87057,1370,14,61,159,7093
85355,1593,11,51,14,5622
69791,1593,16,56,42,8034
113764,2703,9,66,193,1923
59589,224256,16,56,253,3184
43408,800,12,57,171,7885
87011,3589,9,66,193,9774
